category,count,url
pandas,87,https://www.biostars.org/tag/pandas/
pangenome,112,https://www.biostars.org/tag/pangenome/
panther,26,https://www.biostars.org/tag/panther/
papers,41,https://www.biostars.org/tag/papers/
parallel,142,https://www.biostars.org/tag/parallel/
parse,40,https://www.biostars.org/tag/parse/
parser,32,https://www.biostars.org/tag/parser/
parsing,166,https://www.biostars.org/tag/parsing/
pathview,34,https://www.biostars.org/tag/pathview/
pathway,431,https://www.biostars.org/tag/pathway/
pathway analysis,53,https://www.biostars.org/tag/pathway%20analysis/
pathway-analysis,39,https://www.biostars.org/tag/pathway-analysis/
pathways,122,https://www.biostars.org/tag/pathways/
pca,497,https://www.biostars.org/tag/pca/
pcr,182,https://www.biostars.org/tag/pcr/
pdb,451,https://www.biostars.org/tag/pdb/
peak,60,https://www.biostars.org/tag/peak/
peak calling,39,https://www.biostars.org/tag/peak%20calling/
peak-calling,92,https://www.biostars.org/tag/peak-calling/
peaks,66,https://www.biostars.org/tag/peaks/
ped,102,https://www.biostars.org/tag/ped/
pedigree,33,https://www.biostars.org/tag/pedigree/
peptide,54,https://www.biostars.org/tag/peptide/
perl,947,https://www.biostars.org/tag/perl/
pfam,106,https://www.biostars.org/tag/pfam/
phage,35,https://www.biostars.org/tag/phage/
phase,26,https://www.biostars.org/tag/phase/
phasing,186,https://www.biostars.org/tag/phasing/
phd,208,https://www.biostars.org/tag/phd/
pheatmap,107,https://www.biostars.org/tag/pheatmap/
phenotype,72,https://www.biostars.org/tag/phenotype/
phg,64,https://www.biostars.org/tag/phg/
php,34,https://www.biostars.org/tag/php/
phred,42,https://www.biostars.org/tag/phred/
phylip,26,https://www.biostars.org/tag/phylip/
phylogenetic,110,https://www.biostars.org/tag/phylogenetic/
phylogenetic tree,63,https://www.biostars.org/tag/phylogenetic%20tree/
phylogenetic-tree,53,https://www.biostars.org/tag/phylogenetic-tree/
phylogenetics,484,https://www.biostars.org/tag/phylogenetics/
phylogenomics,45,https://www.biostars.org/tag/phylogenomics/
phylogeny,442,https://www.biostars.org/tag/phylogeny/
phyloseq,72,https://www.biostars.org/tag/phyloseq/
picard,479,https://www.biostars.org/tag/picard/
pileup,80,https://www.biostars.org/tag/pileup/
pilon,29,https://www.biostars.org/tag/pilon/
pipeline,297,https://www.biostars.org/tag/pipeline/
plant,94,https://www.biostars.org/tag/plant/
plants,49,https://www.biostars.org/tag/plants/
plasmid,65,https://www.biostars.org/tag/plasmid/
plink,1600,https://www.biostars.org/tag/plink/
plink2,65,https://www.biostars.org/tag/plink2/
ploidy,40,https://www.biostars.org/tag/ploidy/
plot,347,https://www.biostars.org/tag/plot/
plotheatmap,27,https://www.biostars.org/tag/plotheatmap/
plots,51,https://www.biostars.org/tag/plots/
plotting,37,https://www.biostars.org/tag/plotting/
popgenome,32,https://www.biostars.org/tag/popgenome/
population,141,https://www.biostars.org/tag/population/
population genetics,70,https://www.biostars.org/tag/population%20genetics/
population-genetics,42,https://www.biostars.org/tag/population-genetics/
populationgenomics,7,https://www.biostars.org/tag/populationgenomics/
position,98,https://www.biostars.org/tag/position/
postdoc,283,https://www.biostars.org/tag/postdoc/
power,30,https://www.biostars.org/tag/power/
ppi,140,https://www.biostars.org/tag/ppi/
prediction,256,https://www.biostars.org/tag/prediction/
preprocessing,52,https://www.biostars.org/tag/preprocessing/
primer,154,https://www.biostars.org/tag/primer/
primer3,30,https://www.biostars.org/tag/primer3/
primers,51,https://www.biostars.org/tag/primers/
probeset,35,https://www.biostars.org/tag/probeset/
programming,243,https://www.biostars.org/tag/programming/
project,57,https://www.biostars.org/tag/project/
prokka,92,https://www.biostars.org/tag/prokka/
promoter,135,https://www.biostars.org/tag/promoter/
protein,1620,https://www.biostars.org/tag/protein/
protein structure,43,https://www.biostars.org/tag/protein%20structure/
protein-structure,74,https://www.biostars.org/tag/protein-structure/
proteins,185,https://www.biostars.org/tag/proteins/
proteome,82,https://www.biostars.org/tag/proteome/
proteomics,474,https://www.biostars.org/tag/proteomics/
prs,89,https://www.biostars.org/tag/prs/
prsice,38,https://www.biostars.org/tag/prsice/
pseudobulk,11,https://www.biostars.org/tag/pseudobulk/
psiblast,32,https://www.biostars.org/tag/psiblast/
pssm,96,https://www.biostars.org/tag/pssm/
publication,57,https://www.biostars.org/tag/publication/
pubmed,173,https://www.biostars.org/tag/pubmed/
pvalue,60,https://www.biostars.org/tag/pvalue/
pwm,43,https://www.biostars.org/tag/pwm/
pymol,130,https://www.biostars.org/tag/pymol/
pysam,168,https://www.biostars.org/tag/pysam/
python,3326,https://www.biostars.org/tag/python/
python3,38,https://www.biostars.org/tag/python3/
qc,291,https://www.biostars.org/tag/qc/
qiime,99,https://www.biostars.org/tag/qiime/
qiime2,57,https://www.biostars.org/tag/qiime2/
qpcr,80,https://www.biostars.org/tag/qpcr/
qtl,53,https://www.biostars.org/tag/qtl/
qualimap,30,https://www.biostars.org/tag/qualimap/
quality,209,https://www.biostars.org/tag/quality/
quality control,50,https://www.biostars.org/tag/quality%20control/
quality-control,47,https://www.biostars.org/tag/quality-control/
qualitycontrol,26,https://www.biostars.org/tag/qualitycontrol/
quantification,64,https://www.biostars.org/tag/quantification/
query,37,https://www.biostars.org/tag/query/
r,12286,https://www.biostars.org/tag/r/
r2,25,https://www.biostars.org/tag/r2/
rad-seq,30,https://www.biostars.org/tag/rad-seq/
ram,28,https://www.biostars.org/tag/ram/
random,46,https://www.biostars.org/tag/random/
raw,6,https://www.biostars.org/tag/raw/
raxml,56,https://www.biostars.org/tag/raxml/
reactome,66,https://www.biostars.org/tag/reactome/
read,218,https://www.biostars.org/tag/read/
read-depth,6,https://www.biostars.org/tag/read-depth/
reads,364,https://www.biostars.org/tag/reads/
recombination,79,https://www.biostars.org/tag/recombination/
reference,346,https://www.biostars.org/tag/reference/
reference genome,44,https://www.biostars.org/tag/reference%20genome/
reference-genome,57,https://www.biostars.org/tag/reference-genome/
refseq,298,https://www.biostars.org/tag/refseq/
regex,63,https://www.biostars.org/tag/regex/
region,30,https://www.biostars.org/tag/region/
regression,111,https://www.biostars.org/tag/regression/
regulation,27,https://www.biostars.org/tag/regulation/
relatedness,31,https://www.biostars.org/tag/relatedness/
repeat,46,https://www.biostars.org/tag/repeat/
repeatmasker,158,https://www.biostars.org/tag/repeatmasker/
repeatmodeler,30,https://www.biostars.org/tag/repeatmodeler/
repeats,121,https://www.biostars.org/tag/repeats/
replicates,85,https://www.biostars.org/tag/replicates/
reproducibility,42,https://www.biostars.org/tag/reproducibility/
research,93,https://www.biostars.org/tag/research/
rest,29,https://www.biostars.org/tag/rest/
results,26,https://www.biostars.org/tag/results/
retrieval,45,https://www.biostars.org/tag/retrieval/
ribo-seq,56,https://www.biostars.org/tag/ribo-seq/
rma,32,https://www.biostars.org/tag/rma/
rmats,54,https://www.biostars.org/tag/rmats/
rna,1024,https://www.biostars.org/tag/rna/
rna-seq,19794,https://www.biostars.org/tag/rna-seq/
rnaseq,1474,https://www.biostars.org/tag/rnaseq/
rnbeads,47,https://www.biostars.org/tag/rnbeads/
roary,29,https://www.biostars.org/tag/roary/
roc,33,https://www.biostars.org/tag/roc/
roh,51,https://www.biostars.org/tag/roh/
rpkm,150,https://www.biostars.org/tag/rpkm/
rrbs,90,https://www.biostars.org/tag/rrbs/
rrna,130,https://www.biostars.org/tag/rrna/
rs,28,https://www.biostars.org/tag/rs/
rsamtools,31,https://www.biostars.org/tag/rsamtools/
rsem,199,https://www.biostars.org/tag/rsem/
rseqc,54,https://www.biostars.org/tag/rseqc/
rsid,85,https://www.biostars.org/tag/rsid/
rstudio,204,https://www.biostars.org/tag/rstudio/
rsubread,43,https://www.biostars.org/tag/rsubread/
salmon,313,https://www.biostars.org/tag/salmon/
sam,758,https://www.biostars.org/tag/sam/
sample,44,https://www.biostars.org/tag/sample/
samples,35,https://www.biostars.org/tag/samples/
samtools,2129,https://www.biostars.org/tag/samtools/
sanger,87,https://www.biostars.org/tag/sanger/
sars-cov-2,41,https://www.biostars.org/tag/sars-cov-2/
scaffold,44,https://www.biostars.org/tag/scaffold/
scaffolding,70,https://www.biostars.org/tag/scaffolding/
scaffolds,28,https://www.biostars.org/tag/scaffolds/
scanpy,118,https://www.biostars.org/tag/scanpy/
scatac-seq,62,https://www.biostars.org/tag/scatac-seq/
sciclone,42,https://www.biostars.org/tag/sciclone/
science,34,https://www.biostars.org/tag/science/
score,70,https://www.biostars.org/tag/score/
scoring,45,https://www.biostars.org/tag/scoring/
script,174,https://www.biostars.org/tag/script/
scripting,43,https://www.biostars.org/tag/scripting/
scrna,250,https://www.biostars.org/tag/scrna/
scrna-seq,825,https://www.biostars.org/tag/scrna-seq/
scrnaseq,376,https://www.biostars.org/tag/scrnaseq/
search,90,https://www.biostars.org/tag/search/
secondary,41,https://www.biostars.org/tag/secondary/
sed,139,https://www.biostars.org/tag/sed/
selection,129,https://www.biostars.org/tag/selection/
seq,133,https://www.biostars.org/tag/seq/
seqio,33,https://www.biostars.org/tag/seqio/
seqkit,38,https://www.biostars.org/tag/seqkit/
sequence,5434,https://www.biostars.org/tag/sequence/
sequence-alignment,30,https://www.biostars.org/tag/sequence-alignment/
sequences,116,https://www.biostars.org/tag/sequences/
sequencing,6421,https://www.biostars.org/tag/sequencing/
server,69,https://www.biostars.org/tag/server/
seurat,1068,https://www.biostars.org/tag/seurat/
shapeit,61,https://www.biostars.org/tag/shapeit/
shell,155,https://www.biostars.org/tag/shell/
shiny,57,https://www.biostars.org/tag/shiny/
short,82,https://www.biostars.org/tag/short/
shotgun,52,https://www.biostars.org/tag/shotgun/
sift,28,https://www.biostars.org/tag/sift/
signac,54,https://www.biostars.org/tag/signac/
similarity,85,https://www.biostars.org/tag/similarity/
simulation,187,https://www.biostars.org/tag/simulation/
single,154,https://www.biostars.org/tag/single/
single cell,100,https://www.biostars.org/tag/single%20cell/
single-cell,692,https://www.biostars.org/tag/single-cell/
single-end,46,https://www.biostars.org/tag/single-end/
singlecell,81,https://www.biostars.org/tag/singlecell/
singlecellexperiment,6,https://www.biostars.org/tag/singlecellexperiment/
singularity,42,https://www.biostars.org/tag/singularity/
skat,27,https://www.biostars.org/tag/skat/
sleuth,66,https://www.biostars.org/tag/sleuth/
slurm,78,https://www.biostars.org/tag/slurm/
small,44,https://www.biostars.org/tag/small/
small rna,28,https://www.biostars.org/tag/small%20rna/
smallrna,41,https://www.biostars.org/tag/smallrna/
snakemake,319,https://www.biostars.org/tag/snakemake/
snp,7370,https://www.biostars.org/tag/snp/
snpeff,258,https://www.biostars.org/tag/snpeff/
snps,426,https://www.biostars.org/tag/snps/
snpsift,59,https://www.biostars.org/tag/snpsift/
snv,122,https://www.biostars.org/tag/snv/
software,499,https://www.biostars.org/tag/software/
software error,2142,https://www.biostars.org/tag/software%20error/
software-development,35,https://www.biostars.org/tag/software-development/
software-error,461,https://www.biostars.org/tag/software-error/
solid,97,https://www.biostars.org/tag/solid/
somatic,144,https://www.biostars.org/tag/somatic/
sort,98,https://www.biostars.org/tag/sort/
sortmerna,31,https://www.biostars.org/tag/sortmerna/
spades,155,https://www.biostars.org/tag/spades/
sparql,24,https://www.biostars.org/tag/sparql/
spatial,51,https://www.biostars.org/tag/spatial/
spatial-transcriptomics,12,https://www.biostars.org/tag/spatial-transcriptomics/
species,53,https://www.biostars.org/tag/species/
spike-in,28,https://www.biostars.org/tag/spike-in/
splicing,237,https://www.biostars.org/tag/splicing/
split,101,https://www.biostars.org/tag/split/
sql,59,https://www.biostars.org/tag/sql/
sra,505,https://www.biostars.org/tag/sra/
sra-toolkit,38,https://www.biostars.org/tag/sra-toolkit/
sratoolkit,82,https://www.biostars.org/tag/sratoolkit/
ssgsea,31,https://www.biostars.org/tag/ssgsea/
stacks,52,https://www.biostars.org/tag/stacks/
star,763,https://www.biostars.org/tag/star/
starsolo,41,https://www.biostars.org/tag/starsolo/
statistics,933,https://www.biostars.org/tag/statistics/
stats,49,https://www.biostars.org/tag/stats/
str,27,https://www.biostars.org/tag/str/
strand,138,https://www.biostars.org/tag/strand/
string,92,https://www.biostars.org/tag/string/
stringtie,265,https://www.biostars.org/tag/stringtie/
structural,100,https://www.biostars.org/tag/structural/
structural variants,29,https://www.biostars.org/tag/structural%20variants/
structural-bioinformatics,37,https://www.biostars.org/tag/structural-bioinformatics/
structure,294,https://www.biostars.org/tag/structure/
subjective,71,https://www.biostars.org/tag/subjective/
subread,43,https://www.biostars.org/tag/subread/
subset,42,https://www.biostars.org/tag/subset/
survival,137,https://www.biostars.org/tag/survival/
survival analysis,42,https://www.biostars.org/tag/survival%20analysis/
sv,170,https://www.biostars.org/tag/sv/
sva,109,https://www.biostars.org/tag/sva/
svm,37,https://www.biostars.org/tag/svm/
systems-biology,81,https://www.biostars.org/tag/systems-biology/
t-test,35,https://www.biostars.org/tag/t-test/
t2t,6,https://www.biostars.org/tag/t2t/
tabix,124,https://www.biostars.org/tag/tabix/
target,81,https://www.biostars.org/tag/target/
tassel,29,https://www.biostars.org/tag/tassel/
taxonomy,299,https://www.biostars.org/tag/taxonomy/
tblastn,35,https://www.biostars.org/tag/tblastn/
tcga,1058,https://www.biostars.org/tag/tcga/
tcr,51,https://www.biostars.org/tag/tcr/
terminal,58,https://www.biostars.org/tag/terminal/
test,80,https://www.biostars.org/tag/test/
text,50,https://www.biostars.org/tag/text/
tf,59,https://www.biostars.org/tag/tf/
tfbs,72,https://www.biostars.org/tag/tfbs/
threshold,26,https://www.biostars.org/tag/threshold/
tidyverse,30,https://www.biostars.org/tag/tidyverse/
time-course,36,https://www.biostars.org/tag/time-course/
time-series,78,https://www.biostars.org/tag/time-series/
tmm,51,https://www.biostars.org/tag/tmm/
to,31,https://www.biostars.org/tag/to/
tool,65,https://www.biostars.org/tag/tool/
tophat,443,https://www.biostars.org/tag/tophat/
tophat2,137,https://www.biostars.org/tag/tophat2/
tpm,206,https://www.biostars.org/tag/tpm/
training,142,https://www.biostars.org/tag/training/
transcript,214,https://www.biostars.org/tag/transcript/
transcription,175,https://www.biostars.org/tag/transcription/
transcription factor,52,https://www.biostars.org/tag/transcription%20factor/
transcription factors,27,https://www.biostars.org/tag/transcription%20factors/
transcription-factor,58,https://www.biostars.org/tag/transcription-factor/
transcriptome,520,https://www.biostars.org/tag/transcriptome/
transcriptomic,8,https://www.biostars.org/tag/transcriptomic/
transcriptomics,308,https://www.biostars.org/tag/transcriptomics/
transcripts,77,https://www.biostars.org/tag/transcripts/
translation,94,https://www.biostars.org/tag/translation/
transposons,35,https://www.biostars.org/tag/transposons/
tree,293,https://www.biostars.org/tag/tree/
trees,26,https://www.biostars.org/tag/trees/
trim,51,https://www.biostars.org/tag/trim/
trimming,283,https://www.biostars.org/tag/trimming/
trimmomatic,270,https://www.biostars.org/tag/trimmomatic/
trinity,322,https://www.biostars.org/tag/trinity/
trio,31,https://www.biostars.org/tag/trio/
trna,27,https://www.biostars.org/tag/trna/
tss,74,https://www.biostars.org/tag/tss/
tumor,79,https://www.biostars.org/tag/tumor/
ubuntu,200,https://www.biostars.org/tag/ubuntu/
uconn,8,https://www.biostars.org/tag/uconn/
ucsc,635,https://www.biostars.org/tag/ucsc/
umap,60,https://www.biostars.org/tag/umap/
umi,119,https://www.biostars.org/tag/umi/
unicycler,6,https://www.biostars.org/tag/unicycler/
uniprot,366,https://www.biostars.org/tag/uniprot/
unix,261,https://www.biostars.org/tag/unix/
unmapped,27,https://www.biostars.org/tag/unmapped/
update,27,https://www.biostars.org/tag/update/
utr,81,https://www.biostars.org/tag/utr/
vaf,31,https://www.biostars.org/tag/vaf/
validation,56,https://www.biostars.org/tag/validation/
variant,599,https://www.biostars.org/tag/variant/
variant calling,244,https://www.biostars.org/tag/variant%20calling/
variant-annotation,39,https://www.biostars.org/tag/variant-annotation/
variant-calling,319,https://www.biostars.org/tag/variant-calling/
variants,359,https://www.biostars.org/tag/variants/
variation,103,https://www.biostars.org/tag/variation/
varscan,146,https://www.biostars.org/tag/varscan/
varscan2,46,https://www.biostars.org/tag/varscan2/
vcf,3720,https://www.biostars.org/tag/vcf/
vcf2maf,28,https://www.biostars.org/tag/vcf2maf/
vcftools,524,https://www.biostars.org/tag/vcftools/
velvet,120,https://www.biostars.org/tag/velvet/
venn,44,https://www.biostars.org/tag/venn/
vep,341,https://www.biostars.org/tag/vep/
vgteam,29,https://www.biostars.org/tag/vgteam/
viewer,33,https://www.biostars.org/tag/viewer/
virus,127,https://www.biostars.org/tag/virus/
visium,34,https://www.biostars.org/tag/visium/
visualisation,64,https://www.biostars.org/tag/visualisation/
visualization,575,https://www.biostars.org/tag/visualization/
volcano,33,https://www.biostars.org/tag/volcano/
volcano plot,27,https://www.biostars.org/tag/volcano%20plot/
voom,76,https://www.biostars.org/tag/voom/
vst,32,https://www.biostars.org/tag/vst/
web,72,https://www.biostars.org/tag/web/
webservice,30,https://www.biostars.org/tag/webservice/
wes,355,https://www.biostars.org/tag/wes/
wgbs,105,https://www.biostars.org/tag/wgbs/
wgcna,556,https://www.biostars.org/tag/wgcna/
wgs,798,https://www.biostars.org/tag/wgs/
whole genome,30,https://www.biostars.org/tag/whole%20genome/
whole-genome,28,https://www.biostars.org/tag/whole-genome/
wig,40,https://www.biostars.org/tag/wig/
wiggle,64,https://www.biostars.org/tag/wiggle/
windows,103,https://www.biostars.org/tag/windows/
workflow,121,https://www.biostars.org/tag/workflow/
workshop,154,https://www.biostars.org/tag/workshop/
xenium,6,https://www.biostars.org/tag/xenium/
xml,164,https://www.biostars.org/tag/xml/
yeast,50,https://www.biostars.org/tag/yeast/
z-score,38,https://www.biostars.org/tag/z-score/
